Comment,Specialist,Subclass,Severity
I've been experiencing severe abdominal pain and bloating. I've been experiencing this for a month. The condition is progressive and seems to worsen after eating spicy foods.,Hepatologist,Portal Hypertension,6
I've lost a lot of blood due to a deep wound. I've been experiencing this for a week. The condition is dizzy and seems to worsen due to a sudden illness.,Emergency Medicine Specialist,Drug Overdose,3
I experience swelling in my knees. I've been experiencing this for a few days. The intensity is moderate and uncomfortable. It affects my ability to perform daily tasks. Hot or cold compresses provide temporary relief. It tends to get worse after a stressful day.,Rheumatology,Giant Cell Arteritis,1
My teeth are sensitive to hot and cold. I've been experiencing this for a few days. The condition is dry and seems to worsen after using a new dental product.,Dental/OMFS,Oral pathology,6
I'm frequently feeling fatigued due to breathing problems. I've been experiencing this since last year. The intensity is extreme and unbearable. It affects my ability to perform daily tasks. The symptoms are slightly eased with medication. It tends to get worse when I come into contact with allergens..,Pulmonology,Chronic Obstructive Pulmonary Disease (COPD),8
I have persistent stiffness in my joints. I've been experiencing this since last year. The intensity is mild but persistent. I can't engage in physical activities I used to enjoy. Pain is slightly eased with rest. It tends to get worse when it's cold and damp outside.,Rheumatology,Ankylosing Spondylitis,5
My gums are bleeding every time I brush. I've been experiencing this for a year. The condition is red and inflamed and seems to worsen after eating certain foods.,Dental/OMFS,Facial reconstruction,9
The tracheal reconstruction has left me with a feeling of irritation and occasional pain. I've been experiencing this for a month. The condition is painful and seems to worsen due to physical activity.,Cardiothoracic Surgeon,Thoracic aortic aneurysm repair,2
I'm frequently feeling fatigued due to breathing problems. I've been experiencing this since last winter. The intensity is mild but persistent. It makes it hard to work or concentrate. There is no significant relief despite treatments. It tends to get worse when I come into contact with allergens..,Pulmonology,Pulmonary Hypertension,3
The procedure was quick but uncomfortable. I have been experiencing symptoms for the past few years. I felt relieved after the results. The outcome was that No significant findings were observed.. I was given a contrast injection.,Radiology,Mammography,10
"My blood sugar levels are inconsistent, leading to episodes of hypoglycemia. I've been experiencing this for a week. The condition is unpredictable and seems to worsen after eating sugary foods.",Endocrinologist,Thyroid Disorders,4
I'm having difficulty starting and maintaining a steady stream of urine. I've been experiencing this for several months. The condition is itchy and seems to worsen when I get stressed.,Urology,Bladder Cancer,1
"I've had a liver biopsy, and the results are concerning. I've been experiencing this for several months. The condition is chronic and seems to worsen after taking medication.",Hepatologist,Liver Biopsy,8
I'm dealing with PCOS and its symptoms. I've been experiencing this for a few days. The condition is irregular and seems to worsen in the mornings.,Obstetrics & Gynecology,Fibroids,4
There is persistent bleeding and itching around my rectum. I've been experiencing this for several months. The condition is painful and seems to worsen due to a recent infection.,General Surgeon,Appendicitis,1
I'm dealing with a tender and swollen area in my groin. I've been experiencing this for several weeks. The condition is painful and seems to worsen during periods of high stress.,General Surgeon,"Hernia (Inguinal, Umbilical, Incisional)",4
I struggle with severe restriction and binging behaviors. I've been experiencing this for several months. The intensity is extreme and overwhelming. It affects my overall quality of life. There is no significant relief despite various treatments. It tends to get worse after major life changes..,Psychiatry,Self-Harm and Suicidal Behavior,3
I've developed a strange rash after swimming. I've been experiencing this for a month. The condition is painful and seems to worsen when I get stressed.,Dermatologist,Warts,9
I'm dealing with persistent wheezing. I've been experiencing this for a year. The intensity is extreme and unbearable. I can't engage in physical activities I used to enjoy. Using a nebulizer provides temporary relief. It tends to get worse when exposed to cold air..,Pulmonology,Sleep Apnea,5
We're dealing with a severe case of gastroenteritis. for a week. Intensity: extreme. It causes discomfort.. Relief with prescribed medication.. Worsens due to seasonal changes..,Pediatrics,Immunizations and Preventive Care,10
My blood glucose monitoring device shows inconsistent results. I've been experiencing this for a few days. The condition is severe and seems to worsen after physical exertion.,Diabetologist,Type 1 Diabetes Mellitus,8
I am getting assistive device training for improved daily living. I've been dealing with this for a week. The intensity is moderate and uncomfortable. I have difficulty with basic movements. Assistive devices provide some relief. It tends to get worse due to complications from previous treatments..,Physical Medicine and Rehabilitation,Chronic Pain Management,9
"My face is always red and inflamed, especially my cheeks. I've been experiencing this for a week. The condition is painful and seems to worsen after exposure to the sun.",Dermatologist,Fungal Infections,9
I've been experiencing chest pain and tightness. I've been experiencing this over a year. The condition is dull and seems to worsen excessive caffeine.,Cardiology,Heart murmurs,7
I feel a constant burning sensation in my feet. I've been experiencing this for a month. The condition is painful and seems to worsen due to lack of sleep.,Diabetologist,Diabetic Neuropathy,5
I've been feeling unusually full and bloated. I've been experiencing this for a year. The pain is cramping and seems to worsen at night.,Gastroenterologist,Liver Cancer,4
I've been diagnosed with retinal detachment. I've been experiencing this for a few days. The condition is blurry and seems to worsen during allergy season.,Ophthalmologist,Corneal Ulcers,6
I have unexplained weight gain and high blood sugar levels. I've been experiencing this for a year. The condition is elevated and seems to worsen following a change in medication.,Endocrinologist,Hyperparathyroidism and hypoparathyroidism,3
I'm not breathing and my heart has stopped beating. I've been experiencing this for a few hours. The condition is dizzy and seems to worsen following a traumatic event.,Emergency Medicine Specialist,Burns,9
I've lost a lot of blood due to a deep wound. I've been experiencing this for a day. The condition is severe and seems to worsen after an accident.,Emergency Medicine Specialist,Drug Overdose,6
"I've been having severe abdominal pain, especially after eating. I've been experiencing this for a week. The condition is uncomfortable and seems to worsen after drinking caffeinated beverages.",Hepatologist,Non-alcoholic Fatty Liver Disease (NAFLD),6
My teeth are sensitive to hot and cold. I've been experiencing this for several months. The condition is red and inflamed and seems to worsen when I get stressed.,Dental/OMFS,Wisdom teeth removal,3
I feel fatigued and have trouble sleeping. I've been experiencing this for several months. The condition is fatigued and seems to worsen in cold weather.,Endocrinologist,Thyroid Disorders,2
I've been getting intense headaches that make me nauseous. I've been experiencing this for a few days. The pain is burning and seems to worsen when exposed to bright light.,Neurologist,Alzheimer's Disease,1
I'm experiencing severe memory loss that affects daily life. I've been experiencing this for a year. The condition is persistent and seems to worsen after falling.,Geriatrician,Parkinson's Disease,1
I'm experiencing sharp pain in my jaw. I've been experiencing this for a week. The condition is dry and seems to worsen after using a new dental product.,Dental/OMFS,Dental infections,10
"I have difficulty controlling my muscles, and I trip often. I've been experiencing this for a few days. The pain is persistent and seems to worsen when exposed to bright light.",Neurologist,Multiple Sclerosis (MS),9
Treatment for pediatric tumor. for a month. Intensity: extreme. It limits mobility.. Improves with rest.. Worsens due to genetics..,Pediatric Surgery,Esophageal Atresia,6
My skin and eyes have turned yellow. I've been experiencing this for a year. The pain is dull and seems to worsen when I'm lying down.,Gastroenterologist,Colon Polyps,2
I've been diagnosed with cardiomyopathy and have heart-related symptoms. I've been experiencing this several months. The condition is persistent and seems to worsen lying down.,Cardiology,Heart murmurs,3
"I feel anxious and restless, especially during the night. I've been experiencing this for a week. The condition is painful and seems to worsen after physical exertion.",Geriatrician,Osteoporosis,5
My diaphragmatic hernia repair has resulted in ongoing discomfort and occasional pain. I've been experiencing this for a week. The condition is painful and seems to worsen due to physical activity.,Cardiothoracic Surgeon,Tracheal reconstruction,8
I've noticed persistent swelling in my abdomen. I've been experiencing this for several months. The pain is aching and seems to worsen when I wake up.,Oncologist,Brain Tumors,8
I wake up frequently during the night due to breathing difficulties. I've been experiencing this for a few days. The condition is persistent and seems to worsen during seasonal changes.,ENT Specialist,Vertigo,3
"My energy levels are extremely low, and I feel weak most of the time. I've been experiencing this for a year. The condition is relapsing and seems to worsen during periods of high physical exertion.",Hepatologist,Liver Biopsy,6
Dupuytren Contracture is affecting my hand function. I've been dealing with this since last year. The intensity is moderate and uncomfortable. It affects my daily activities. No significant relief found. It tends to get worse following injury or trauma..,Orthopedics,Dupuytren Contracture,5
I'm struggling with symptoms related to menopause. I've been experiencing this for a few days. The condition is mild and seems to worsen during my menstrual cycle.,Obstetrics & Gynecology,Preterm Labor,10
I have irregular growths on my skin that have become tender and inflamed. I've been experiencing this for several weeks. The condition is persistent and seems to worsen after eating fatty foods.,General Surgeon,Hemorrhoids,1
I am recovering from a recent fracture. I've been dealing with this since last winter. The intensity is extreme and overwhelming. It impacts my ability to work. Gets better with physical therapy. It tends to get worse due to repetitive stress..,Orthopedics,Plantar Fasciitis,3
I have difficulty swallowing and often feel that food gets stuck. I've been experiencing this for a month. The pain is dull and seems to worsen when I skip meals.,Nephrologist,Kidney Stones,8
Bursitis is inflaming my shoulder. I've been dealing with this for several months. The intensity is moderate and uncomfortable. It impacts my ability to work. Improves with prescribed medication. It tends to get worse following injury or trauma..,Orthopedics,Osteoarthritis,8
"I've noticed a lump on my head, and I'm having frequent headaches. I've been experiencing this for a few days. The pain is spasmodic and seems to worsen when stressed.",Neurologist,Epilepsy,10
I've noticed decreased sexual desire and performance issues. I've been experiencing this for a day. The pain is stabbing and seems to worsen when I skip meals.,Nephrologist,Proteinuria,3
My heart feels like it's racing or fluttering without reason. I've been experiencing this for a year. The condition is persistent and seems to worsen when feeling stressed.,Geriatrician,Visual and Hearing Impairments,5
My blood sugar levels are consistently high despite medication. I've been experiencing this for a few days. The condition is uncomfortable and seems to worsen after physical activity.,General Medicine Specialist,Hypertension,10
I've been diagnosed with uterine fibroids. I've been experiencing this for a year. The condition is mild and seems to worsen after eating certain foods.,Obstetrics & Gynecology,Cervical Dysplasia,7
I require reconstruction of my lower limb after an accident. I've been dealing with this for the past few years. The intensity is extreme and overwhelming. It impacts my self-esteem and confidence. I feel better with physical therapy. It tends to get worse due to complications from previous treatments..,Plastic Surgery,Lymphedema,10
I'm experiencing complications with my pregnancy. I've been experiencing this for several months. The condition is irregular and seems to worsen after eating certain foods.,Obstetrics & Gynecology,Preterm Labor,4
I've been diagnosed with cardiomyopathy and have heart-related symptoms. I've been experiencing this since yesterday. The condition is gradual and seems to worsen cold weather.,Cardiology,Valvular heart disease,4
I exhibit extreme emotional instability and impulsivity. I've been experiencing this since last winter. The intensity is extreme and overwhelming. I have difficulty maintaining relationships. I feel slightly better after engaging in hobbies. It tends to get worse after major life changes..,Psychiatry,Schizophrenia,8
I had an ectopic pregnancy recently. I've been experiencing this for a few days. The condition is mild and seems to worsen during my menstrual cycle.,Obstetrics & Gynecology,Ectopic Pregnancy,1
I've been experiencing severe stomach pain and acid reflux. I've been experiencing this for several months. The pain is sharp and seems to worsen when I'm stressed.,Gastroenterologist,Hepatitis,1
I need surgery to repair damage from a recent burn. I've been dealing with this for the past few years. The intensity is moderate and uncomfortable. It impacts my self-esteem and confidence. I feel better with physical therapy. It tends to get worse after trauma or accidents..,Plastic Surgery,Microsurgery & Replantation,2
I'm having difficulty moving my hands. I've been experiencing this since childhood. The intensity is extreme and unbearable. It makes it hard to work or concentrate. I feel better with over-the-counter pain relief. It tends to get worse when it's cold and damp outside.,Rheumatology,Myositis,6
I exhibit extreme emotional instability and impulsivity. I've been experiencing this for a week. The intensity is moderate and uncomfortable. It limits my ability to engage in social activities. Support from family and friends helps. It tends to get worse after consuming substances..,Psychiatry,Self-Harm and Suicidal Behavior,3
I'm dealing with frequent nausea and discomfort in my right upper abdomen. I've been experiencing this for a week. The condition is severe and seems to worsen after prolonged sitting.,General Surgeon,Gallstones,3
I have a severe toothache. I've been experiencing this for a week. The condition is itchy and seems to worsen after using a new dental product.,Dental/OMFS,Sleep apnea surgery,1
I've noticed blue or purple skin color on my lips. I've been experiencing this a few days. The condition is sudden and seems to worsen cold weather.,Cardiology,Cardiomyopathy,4
I have frequent panic attacks and constant worry. I've been experiencing this since last year. The intensity is extreme and overwhelming. It affects my overall quality of life. I feel slightly better after engaging in hobbies. It tends to get worse after consuming substances..,Psychiatry,Depression,1
I feel a constant pressure in my bladder area. I've been experiencing this for several months. The condition is scaly and seems to worsen after eating certain foods.,Urology,Testicular Cancer,1
I'm experiencing pain in my testicles. I've been experiencing this for several months. The condition is scaly and seems to worsen in cold weather.,Urology,Kidney Stones,9
I'm struggling with cloudy vision due to cataracts. I've been experiencing this for a year. The condition is irritated and seems to worsen after long hours of reading.,Ophthalmologist,Strabismus (Crossed Eyes),2
I experience swelling in my knees. I've been experiencing this since childhood. The intensity is mild but persistent. I struggle with basic movements like standing or sitting. There is no significant relief despite treatments. It tends to get worse after a stressful day.,Rheumatology,Myositis,9
I have irregular and painful menstrual cycles. I've been experiencing this for a week. The condition is mild and seems to worsen in the mornings.,Obstetrics & Gynecology,Ectopic Pregnancy,8
Diagnosed with Hirschsprung's disease. for a couple of weeks. Intensity: moderate. It causes discomfort.. No relief from treatments.. Worsens during growth spurts..,Pediatric Surgery,Choledochal Cysts,9
I experience chest pain and discomfort along with other symptoms. I've been experiencing this for several months. The pain is dull and seems to worsen early in the morning.,Nephrologist,Kidney Stones,8
My hand has congenital differences that need surgical intervention. I've been dealing with this for a month. The intensity is extreme and overwhelming. It affects my daily activities significantly. Pain is slightly eased with medication. It tends to get worse after trauma or accidents..,Plastic Surgery,Brachial Plexus,6
I'm experiencing frequent nausea. The pain is located in the on the right side of the abdomen. It comes and goes in waves. The intensity is moderate and uncomfortable. It limits my physical activity. Only relieved by lying down.,Surgical Gastroenterology,Bowel Obstruction,5
I have intrusive thoughts and compulsive behaviors. I've been experiencing this since last winter. The intensity is extreme and overwhelming. I struggle with work and personal responsibilities. I feel slightly better after engaging in hobbies. It tends to get worse during periods of high stress..,Psychiatry,Psychotic Disorders,5
"My blood sugar levels are inconsistent, leading to episodes of hypoglycemia. I've been experiencing this for several months. The condition is fluctuating and seems to worsen following a sedentary lifestyle.",Endocrinologist,Reproductive endocrinology disorders,3
I'm dealing with chronic wounds on my foot due to diabetes. I've been dealing with this for a couple of weeks. The intensity is extreme and overwhelming. It impacts my self-esteem and confidence. Pain is slightly eased with medication. It tends to get worse due to underlying health conditions..,Plastic Surgery,Lymphedema,1
There's a heavy feeling in my abdomen that won't go away. I've been experiencing this for a few days. The condition is uncomfortable and seems to worsen after drinking caffeinated beverages.,Hepatologist,Liver Biopsy,1
Pyloric stenosis surgery required. for a month. Intensity: severe. It limits mobility.. No relief from treatments.. Worsens during growth spurts..,Pediatric Surgery,Neuroblastoma,4
I am unhappy with the appearance of my nose. I've been dealing with this since last winter. The intensity is moderate and uncomfortable. I have difficulty performing routine tasks. Pain is slightly eased with medication. It tends to get worse after trauma or accidents..,Plastic Surgery,Cosmetic Surgery,6
My child has been diagnosed with bronchiolitis. for a month. Intensity: moderate. It limits physical activities.. Better with specific treatments.. Worsens following certain foods..,Pediatrics,Attention Deficit Hyperactivity Disorder (ADHD),2
I'm experiencing frequent shortness of breath and wheezing. I've been experiencing this for a week. The condition is persistent and seems to worsen after eating certain foods.,General Medicine Specialist,Chronic Obstructive Pulmonary Disease (COPD),4
"I feel muscle weakness, and it's becoming harder to breathe. I've been experiencing this for several months. The pain is persistent and seems to worsen after eating certain foods.",Neurologist,Spinal Cord Injury,5
I had a severe allergic reaction and am having trouble breathing. I've been experiencing this for a month. The condition is weak and seems to worsen after an allergic reaction.,Emergency Medicine Specialist,Allergic Reactions (Anaphylaxis),9
I've been having trouble sleeping and often wake up restless. I've been experiencing this for a day. The pain is severe and seems to worsen after consuming salty foods.,Nephrologist,Renal Artery Stenosis,2
My fingers are swollen and painful. I've been experiencing this since last winter. The intensity is extreme and unbearable. I can't engage in physical activities I used to enjoy. There is no significant relief despite treatments. It tends to get worse when I wake up in the morning.,Rheumatology,Reactive Arthritis,3
I require rehabilitation following an amputation. I've been dealing with this for the past few years. The intensity is extreme and overwhelming. It affects my ability to perform daily activities. Pain is slightly eased with therapy. It tends to get worse due to underlying health conditions..,Physical Medicine and Rehabilitation,Stroke Rehabilitation,7
I have difficulty adjusting to significant life changes. I've been experiencing this for a few days. The intensity is moderate and uncomfortable. I have difficulty maintaining relationships. Support from family and friends helps. It tends to get worse following traumatic events..,Psychiatry,Attention Deficit Hyperactivity Disorder (ADHD),2
"I have joint pain and stiffness, especially in my knees and hips. I've been experiencing this for a few days. The condition is debilitating and seems to worsen during periods of high stress.",General Medicine Specialist,Chronic Obstructive Pulmonary Disease (COPD),5
I experience frequent headaches that are becoming more intense. I've been experiencing this for a week. The pain is stabbing and seems to worsen after physical activity.,Nephrologist,Uremia,7
I've lost a lot of blood due to a deep wound. I've been experiencing this for a week. The condition is disorienting and seems to worsen after an accident.,Emergency Medicine Specialist,Trauma,8
I've been feeling unusually weak and tired. I've been experiencing this for a few days. The pain is dull and seems to worsen after consuming dairy products.,Oncologist,Lung Cancer,9
I experience shortness of breath during light activities. I've been experiencing this just today. The condition is stabbing and seems to worsen excessive caffeine.,Cardiology,Arrhythmias,8
"I feel muscle weakness, and it's becoming harder to breathe. I've been experiencing this for a few days. The pain is radiating and seems to worsen when sitting for long periods.",Neurologist,"Neurodevelopmental Disorders (e.g., Autism, ADHD)",4
My eyes are constantly dry and uncomfortable. I've been experiencing this for a week. The condition is red and seems to worsen after long hours of reading.,Ophthalmologist,Blepharitis,7
I'm dealing with persistent wheezing. I've been experiencing this since childhood. The intensity is mild but persistent. I have difficulty sleeping due to the breathing issues. Using a nebulizer provides temporary relief. It tends to get worse during seasonal changes..,Pulmonology,Bronchiectasis,4
I am focusing on orthopedic rehabilitation for a knee injury. I've been dealing with this since childhood. The intensity is moderate and uncomfortable. I struggle with work-related tasks due to the condition. Pain is slightly eased with therapy. It tends to get worse due to underlying health conditions..,Physical Medicine and Rehabilitation,Assistive Device Training,7
I've had multiple episodes of confusion and agitation. I've been experiencing this for a week. The condition is distressing and seems to worsen after eating certain foods.,Geriatrician,Alzheimer's Disease,3
I've been diagnosed with uterine fibroids. I've been experiencing this for a few days. The condition is painful and seems to worsen when stressed.,Obstetrics & Gynecology,Menstrual Disorders,4
I'm experiencing pelvic organ prolapse. I've been experiencing this for a week. The condition is severe and seems to worsen after physical activity.,Obstetrics & Gynecology,Preeclampsia,6
I have severe pain in my stomach. The pain is located in the lower abdomen. It is constant and unrelenting. The intensity is mild but annoying. It limits my physical activity. Improves slightly with over-the-counter medication.,Surgical Gastroenterology,"Inflammatory Bowel Disease (Crohn's Disease, Ulcerative Colitis)",4
I'm having difficulty moving my hands. I've been experiencing this since last winter. The intensity is moderate and uncomfortable. It makes it hard to work or concentrate. I feel better with over-the-counter pain relief. It tends to get worse after I engage in physical activity.,Rheumatology,Ankylosing Spondylitis,2
I have trouble maintaining an erection. I've been experiencing this for several months. The condition is dry and seems to worsen after eating certain foods.,Vascular Surgery,Testicular Cancer,4
I experience swelling in my knees. I've been experiencing this for a few days. The intensity is extreme and unbearable. It makes it hard to work or concentrate. I feel better with over-the-counter pain relief. It tends to get worse after a stressful day.,Rheumatology,Systemic Lupus Erythematosus (SLE),7
The results were clear and informative. I have been experiencing symptoms for the past few years. The scan made me anxious. The outcome was that The imaging suggested further tests.. I was given a contrast injection.,Radiology,X-ray Diagnostics,3
I get frequent infections that take a long time to heal. I've been experiencing this for several months. The condition is burning and seems to worsen after consuming caffeinated beverages.,Diabetologist,Dyslipidemia,5
I suffered a rotator cuff tear and need therapy. I've been dealing with this for a few days. The intensity is mild but persistent. I have difficulty with physical activities. Improves with prescribed medication. It tends to get worse following injury or trauma..,Orthopedics,Dupuytren Contracture,10
I have severe pain in my stomach. The pain is located in the radiating to the back. It comes and goes in waves. The intensity is severe and debilitating. I have difficulty performing daily activities. No relief with any treatment tried so far.,Surgical Gastroenterology,Gastric Cancer,3
I have a severe toothache. I've been experiencing this for a few days. The condition is itchy and seems to worsen after exposure to the sun.,Dental/OMFS,Oral cancer surgery,8
I'm concerned about preterm labor risks. I've been experiencing this for several months. The condition is irregular and seems to worsen during my menstrual cycle.,Obstetrics & Gynecology,Gestational Diabetes,10
Diagnosed with Hirschsprung's disease. for a couple of weeks. Intensity: moderate. Requires frequent visits.. No relief from treatments.. Worsens during growth spurts..,Pediatric Surgery,Intussusception,1
I've been experiencing frequent episodes of high fever and chills. I've been experiencing this for a month. The pain is intermittent and seems to worsen after taking certain medications.,Nephrologist,Renal Failure,8
My diaphragmatic hernia repair has resulted in ongoing discomfort and occasional pain. I've been experiencing this for a year. The condition is post-surgical and seems to worsen after surgery.,Cardiothoracic Surgeon,Thoracic aortic aneurysm repair,9
Surgery needed for appendicitis. since birth. Intensity: severe. It limits mobility.. Improves with rest.. Worsens due to genetics..,Pediatric Surgery,Congenital Anomalies,9
I experience frequent coughing fits. I've been experiencing this for a year. The intensity is severe and debilitating. It affects my ability to perform daily tasks. Avoiding certain allergens helps manage the symptoms. It tends to get worse after a respiratory infection..,Pulmonology,Lung Cancer,7
I have persistent hoarseness and difficulty speaking. I've been experiencing this for several months. The condition is severe and seems to worsen due to underlying health conditions.,ENT Specialist,Otitis Media (Middle Ear Infection),9
I feel nauseous most of the time and can't keep food down. I've been experiencing this for a week. The pain is sharp and seems to worsen after eating certain foods.,Gastroenterologist,Gastrointestinal Bleeding,2
I have a persistent itch on my lower back. I've been experiencing this for a month. The condition is dry and seems to worsen when I get stressed.,Dermatologist,Skin Allergies,7
I have sudden jerking movements and can't control them. I've been experiencing this for several months. The pain is aching and seems to worsen in the morning.,Neurologist,Cerebral Palsy,9
There is blood in my urine. I've been experiencing this for a few days. The condition is dry and seems to worsen after drinking alcohol.,Vascular Surgery,Prostate Cancer,1
I'm experiencing pain in my testicles. I've been experiencing this for a month. The condition is red and inflamed and seems to worsen after eating certain foods.,Vascular Surgery,Erectile Dysfunction,5
There's persistent itching on my skin that seems to be getting worse. I've been experiencing this for several months. The condition is gradual and seems to worsen after taking medication.,Hepatologist,Liver Cirrhosis,6
"I underwent mediastinal tumor resection, and I'm experiencing some post-surgical pain and pressure. I've been experiencing this for a week. The condition is discomforting and seems to worsen in cold weather.",Cardiothoracic Surgeon,Esophageal cancer surgery,1
I need pulmonary rehabilitation due to respiratory issues. I've been dealing with this since last year. The intensity is moderate and uncomfortable. I struggle with work-related tasks due to the condition. Pain is slightly eased with therapy. It tends to get worse after intensive physical therapy sessions..,Physical Medicine and Rehabilitation,Geriatric Rehabilitation,8
"My skin is dry and brittle, and I'm losing hair. I've been experiencing this for a year. The condition is difficult and seems to worsen during periods of stress.",Endocrinologist,Hyperlipidemia and dyslipidemia,3
There's a noticeable increase in fluid retention in my body. I've been experiencing this for a week. The condition is unbearable and seems to worsen after eating large meals.,Hepatologist,Primary Biliary Cholangitis (PBC),4
My ankles and feet have been swelling significantly lately. I've been experiencing this for a day. The pain is constant and seems to worsen during cold weather.,Nephrologist,Glomerulonephritis,1
I experience delusions and hallucinations. I've been experiencing this for the past few years. The intensity is mild but persistent. I struggle with work and personal responsibilities. Therapy and medication provide some relief. It tends to get worse after consuming substances..,Psychiatry,Obsessive-Compulsive Disorder (OCD),2
My night vision is worsening from retinitis pigmentosa. I've been experiencing this for a few days. The condition is red and seems to worsen during allergy season.,Ophthalmologist,Diabetic Retinopathy,8
I have issues with my wrist and need surgical correction. I've been dealing with this for the past few years. The intensity is severe and debilitating. I have difficulty performing routine tasks. Pain is slightly eased with medication. It tends to get worse due to underlying health conditions..,Plastic Surgery,Cosmetic Surgery,3
I'm dealing with frequent episodes of nausea and vomiting related to GERD. I've been experiencing this for several weeks. The condition is painful and seems to worsen following a recent illness.,General Medicine Specialist,"Fever, Cold and Cough",2
There's a constant pressure in my lower abdomen. I've been experiencing this for a few days. The pain is stabbing and seems to worsen when I wake up.,Oncologist,Lymphoma,2
There is blood in my urine. I've been experiencing this for a month. The condition is red and inflamed and seems to worsen after physical activity.,Urology,Kidney Stones,7
I'm experiencing a persistent headache and dizziness. I've been experiencing this for a few days. The condition is intense and seems to worsen after taking medication.,Hepatologist,Hemochromatosis,7
I experience delusions and hallucinations. I've been experiencing this for a few days. The intensity is mild but persistent. It affects my overall quality of life. There is no significant relief despite various treatments. It tends to get worse after consuming substances..,Psychiatry,"Sleep Disorders (e.g., Insomnia, Narcolepsy)",6
I'm struggling to breathe and feel lightheaded. I've been experiencing this for a month. The condition is intense and seems to worsen after an allergic reaction.,Emergency Medicine Specialist,Trauma,10
I feel a constant pressure in my bladder area. I've been experiencing this for a year. The condition is dry and seems to worsen after eating certain foods.,Urology,Urethral Stricture,5
I'm experiencing complications with my pregnancy. I've been experiencing this for several months. The condition is painful and seems to worsen after physical activity.,Obstetrics & Gynecology,Endometriosis,1
I'm having difficulty moving my hands. I've been experiencing this since childhood. The intensity is mild but persistent. I struggle with basic movements like standing or sitting. Hot or cold compresses provide temporary relief. It tends to get worse when I wake up in the morning.,Rheumatology,Osteoarthritis,7
I'm experiencing mood swings and difficulties with focus. I've been experiencing this for a year. The condition is irregular and seems to worsen after a lack of sleep.,Endocrinologist,Polycystic Ovary Syndrome (PCOS),5
I've been experiencing dizziness and my hands shake. I've been experiencing this for several months. The pain is burning and seems to worsen when sitting for long periods.,Neurologist,Spinal Cord Injury,4
I am in need of neurological rehabilitation after a condition. I've been dealing with this for a few days. The intensity is mild but persistent. It impacts my quality of life significantly. I feel better with specialized exercises. It tends to get worse after intensive physical therapy sessions..,Physical Medicine and Rehabilitation,Assistive Device Training,9
My appetite has significantly decreased lately. I've been experiencing this for a week. The pain is gnawing and seems to worsen after eating certain foods.,Gastroenterologist,Pancreatitis,9
I'm having difficulty breathing. I've been experiencing this for a couple of weeks. The intensity is mild but persistent. It affects my ability to perform daily tasks. There is no significant relief despite treatments. It tends to get worse after physical exertion..,Pulmonology,Asthma,7
I have intense fears and avoid certain situations. I've been experiencing this for a couple of weeks. The intensity is mild but persistent. It affects my overall quality of life. I feel slightly better after engaging in hobbies. It tends to get worse following traumatic events..,Psychiatry,"Anxiety Disorders (e.g., Generalized Anxiety Disorder, Panic Disorder)",2
I have persistent discomfort and burning in my throat. I've been experiencing this for several months. The pain is persistent and seems to worsen after a heavy meal.,Gastroenterologist,Irritable Bowel Syndrome (IBS),8
Concerns about intussusception. for a month. Intensity: severe. It affects daily activities.. Better with specific treatments.. Worsens following an injury..,Pediatric Surgery,Neuroblastoma,7
I have frequent episodes of sharp abdominal pain and cramping. I've been experiencing this for a month. The condition is swollen and seems to worsen following surgical procedures.,General Surgeon,Fissures and Fistulas,1
Pulmonary thromboendarterectomy has left me with a persistent feeling of heaviness in my chest. I've been experiencing this for several months. The condition is painful and seems to worsen in cold weather.,Cardiothoracic Surgeon,Pericardial window creation,9
I've noticed blood in my vomit and feel very weak. I've been experiencing this for several months. The pain is throbbing and seems to worsen after taking medication.,Gastroenterologist,Liver Cirrhosis,6
The diaphragmatic hernia repair has led to ongoing discomfort and a feeling of tightness. I've been experiencing this for several months. The condition is sore and seems to worsen after medication.,Cardiothoracic Surgeon,Atrial septal defect closure,4
I experience swelling in my knees. I've been experiencing this for a month. The intensity is mild but persistent. I can't engage in physical activities I used to enjoy. I feel better with over-the-counter pain relief. It tends to get worse when it's cold and damp outside.,Rheumatology,Osteoarthritis,7
"My blood sugar levels are uncontrollable, even with insulin. I've been experiencing this for a year. The condition is frequent and seems to worsen after drinking alcohol.",Diabetologist,Hypertension,1
I feel overwhelmed with sadness and have lost interest in activities. I've been experiencing this for several months. The condition is painful and seems to worsen after eating certain foods.,Geriatrician,Diabetes Mellitus,5
We are monitoring growth and development. for a week. Intensity: moderate. It impacts school performance.. No significant relief found.. Worsens after physical exertion..,Pediatrics,Immunizations and Preventive Care,3
I feel nauseous most of the time and can't keep food down. I've been experiencing this for a few days. The pain is gnawing and seems to worsen after eating gluten.,Gastroenterologist,Liver Cirrhosis,2
My feet have started to develop ulcers that won't heal. I've been experiencing this for a month. The condition is painful and seems to worsen when I skip meals.,Diabetologist,Type 2 Diabetes Mellitus,1
We are addressing pediatric diabetes. for a couple of weeks. Intensity: moderate. It limits physical activities.. Better with specific treatments.. Worsens during growth spurts..,Pediatrics,Autism Spectrum Disorder (ASD),9
My dentures don't fit properly and cause pain. I've been experiencing this for a month. The condition is red and inflamed and seems to worsen when I get stressed.,Dental/OMFS,Oral cancer surgery,7
"My voice has changed, and I have difficulty breathing. I've been experiencing this for a week. The pain is aching and seems to worsen after eating.",Oncologist,Leukemia,5
